B (G),"F=4, mF=-4","F=4, mF=-3","F=4, mF=-2","F=4, mF=-1","F=4, mF=0","F=4, mF=1","F=4, mF=2","F=4, mF=3","F=4, mF=4","F=3, mF=-3","F=3, mF=-2","F=3, mF=-1","F=3, mF=0","F=3, mF=1","F=3, mF=2","F=3, mF=3"
0.19009504752376188,9.192365771206921,9.192432274283513,9.19249877639479,9.192565277540787,9.192631777721548,9.192698276937117,9.192764775187532,9.192831272472839,9.192897768793078,-0.00019950247284035062,-0.000133005187533293,-6.650693711829132e-05,-7.721548776940512e-09,6.64924592118398e-05,0.0001329936052090188,0.00019949571648378485
0.1950975487743872,9.192358771238682,9.192427024487488,9.192495276719493,9.192563527934746,9.192631778133292,9.192700027315178,9.192768275480448,9.192836522629145,9.192904768761316,-0.00020475262914536584,-0.00013650548044840584,-6.825731517957876e-05,-8.133293424687956e-09,6.82420652521899e-05,0.00013649328050605126,0.00020474551251251048
0.20010005002501252,9.192351771270443,9.192421774696136,9.192491777052217,9.192561778338733,9.192631778555732,9.192701777703268,9.192771775781381,9.192841772790128,9.192911768729555,-0.00021000279012942352,-0.00014000578138219998,-7.000770326754413e-05,-8.555733343398567e-09,6.999166126586208e-05,0.0001399929477821849,0.00020999530386108488
0.2051025512756378,9.192344771302206,9.192416524909468,9.192488277392963,9.192560028752746,9.192631778988867,9.19270352810138,9.192775276090336,9.192847022955789,9.192918768697794,-0.00021525295579141488,-0.00014350609033689295,-7.175810137996988e-05,-8.98886742429451e-09,7.174124725285634e-05,0.0001434926070352021,0.00021524509053172565
0.21010505252626316,9.192337771333968,9.192411275127476,9.192484777741731,9.192558279176785,9.192631779432695,9.192705278509518,9.19277877640731,9.192852273126132,9.192925768666033,-0.00022050312613244868,-0.00014700640731248475,-7.350850951907354e-05,-9.432696776153624e-09,7.349082321428143e-05,0.0001469922582673205,0.00022049487252221516
0.21510755377688845,9.192330771365727,9.192406025350166,9.192481278098521,9.192556529610851,9.192631779887218,9.192707028927682,9.192782276732306,9.19285752330115,9.192932768634272,-0.0002257533011503074,-0.00015050673230675786,-7.525892768485515e-05,-9.887219181420238e-09,7.524038914791981e-05,0.00015049190147854008,0.00022574464983255343
0.22011005502751374,9.19232377139749,9.192400775577536,9.192477778463331,9.192554780054945,9.192631780352436,9.192708779355875,9.192785777065323,9.192862773480847,9.19293976860251,-0.0002310034808472085,-0.00015400706532414733,-7.700935587620591e-05,-1.035243685765002e-08,7.698994505377149e-05,0.00015399153666664328,0.00023099442246384927
0.2251125562781391,9.19231677142925,9.192395525809584,9.192474278836164,9.192553030509064,9.19263178082835,9.19271052979409,9.192789277406357,9.19286802366522,9.19294676857075,-0.00023625366522204332,-0.00015750740635910927,-7.875979409201705e-05,-1.0828349804842967e-08,7.873949093516278e-05,0.0001574911638338476,0.0002362441904149939
0.23011505752876438,9.19230977146101,9.192390276046313,9.19247077921702,9.19255128097321,9.192631781314956,9.192712280242333,9.192792777755415,9.192873273854275,9.192953768538988,-0.00024150385427592057,-0.0001610077554149701,-8.051024233450613e-05,-1.1314956914221248e-08,8.04890267876586e-05,0.0001609907829779356,0.00024149395368709608
0.23511755877938972,9.192302771492772,9.19238502628772,9.192467279605898,9.192549531447384,9.19263178181226,9.192714030700602,9.192796278112489,9.192878524048005,9.192960768507227,-0.0002467540480077315,-0.00016450811249062096,-8.226070060256434e-05,-1.1812259294562699e-08,8.223855261569404e-05,0.00016449039410112472,0.000246743712279047
0.24012006003001501,9.192295771524533,9.192379776533805,9.192463780002797,9.192547781931584,9.192631782320255,9.192715781168895,9.192799778477587,9.192883774246416,9.192967768475466,-0.00025200424641636735,-0.00016800847758827942,-8.401116889619172e-05,-1.2320255837089481e-08,8.3988068414834e-05,0.000167989997203415,0.0002519934661919555
0.2451225612806403,9.192288771556294,9.192374526784574,9.192460280407717,9.19254603242581,9.192631782838948,9.192717531647215,9.192803278850702,9.192889024449503,9.192974768443705,-0.00025725444950404564,-0.00017150885070461917,-8.576164721538824e-05,-1.283894765057943e-08,8.57375741884048e-05,0.00017148959228258892,0.0002572432154247127
0.25012506253126565,9.192281771588055,9.192369277040022,9.19245678082066,9.192544282930065,9.192631783368332,9.19271928213556,9.192806779231839,9.192894274657268,9.192981768411943,-0.00026250465727076634,-0.0001750092318396402,-8.751213556015391e-05,-1.3368333626254717e-08,8.74870699341889e-05,0.00017498917933975522,0.00026249295997731885
0.25512756378189094,9.192274771619816,9.192364027300147,9.192453281241622,9.192542533444346,9.192631783908412,9.192721032633928,9.192810279620995,9.192899524869713,9.192988768380182,-0.00026775486971431195,-0.00017850962099666884,-8.926263393048875e-05,-1.3908413764115337e-08,8.923655565329506e-05,0.0001784887583749139,0.00026774269985199115
0.2601300650325163,9.192267771651577,9.192358777564955,9.192449781670609,9.192540783968653,9.192631784459188,9.192722783142326,9.192813780018174,9.192904775086834,9.192995768348421,-0.00027300508683579126,-0.00018201001817348754,-9.101314232750151e-05,-1.4459189172939123e-08,9.098603134683207e-05,0.00018198832938806495,0.00027299243504429476
0.2651325662831416,9.192260771683339,9.19235352783444,9.192446282107618,9.192539034502987,9.192631785020659,9.19272453366075,9.19281728042337,9.192910025308636,9.19300276831666,-0.00027825530863631294,-0.00018551042337009628,-9.276366075008342e-05,-1.5020658743948243e-08,9.273549701147359e-05,0.0001854878923803172,0.00027824216555866465
0.27013506753376687,9.1922537717151,9.192348278108607,9.192442782552648,9.192537285047345,9.192631785592823,9.192726284189193,9.192820780836586,9.192915275535114,9.193009768284899,-0.0002835055351147684,-0.00018901083658649507,-9.451418919601694e-05,-1.5592823585920532e-08,9.448495265054597e-05,0.00018898744734945305,0.0002834918913928833
0.2751375687843922,9.192246771746861,9.192343028387452,9.192439283005701,9.192535535601737,9.192631786175681,9.192728034727669,9.192824281257824,9.19292052576627,9.193016768253138,-0.0002887557662711575,-0.00019251125782379272,-9.626472766973715e-05,-1.6175682590078154e-08,9.62343982629404e-05,0.00019248699429769004,0.0002887416125469508
0.2801400700350175,9.19223977177862,9.192337778670979,9.192435783466774,9.192533786166152,9.192631786769235,9.192729785276168,9.19282778168708,9.192925776002104,9.193023768221378,-0.0002940060021054802,-0.00019601168708088042,-9.801527616902653e-05,-1.6769236865198944e-08,9.798383384754813e-05,0.00019598653322391946,0.0002939913290219758
0.2851425712856428,9.192232771810383,9.19233252895918,9.19243228393587,9.192532036740591,9.192631787373486,9.192731535834692,9.192831282124358,9.192931026242617,9.193030768189617,-0.00029925624261773663,-0.00019951212435775816,-9.976583469388506e-05,-1.7373486411282898e-08,9.973325940658671e-05,0.00019948606412703248,0.0002992410408157408
0.29014507253626814,9.192225771842145,9.192327279252067,9.192428784412991,9.19253028732506,9.192631787988429,9.192733286403243,9.192834782569653,9.192936276487806,9.193037768157854,-0.0003045064878079267,-0.0002030125696533172,-0.00010151640324431273,-1.7988429010774358e-08,0.00010148267493783857,0.00020298558700813788,0.0003044907479315721
0.29514757378689344,9.192218771873906,9.192322029549633,9.19242528489813,9.192528537919557,9.192631788614067,9.19273503698182,9.192838283022969,9.192941526737677,9.193044768126095,-0.0003097567376760505,-0.00020651302296977508,-0.00010326698182030957,-1.8614067990006813e-08,0.00010323208044241251,0.00020648510186834445,0.00030974045036614344
0.3001500750375187,9.192211771905667,9.192316779851877,9.192421785391293,9.192526788524079,9.192631789250399,9.19273678757042,9.192841783484306,9.192946776992219,9.193051768094334,-0.00031500699222321673,-0.00021001348430713175,-0.00010501757042076677,-1.925040002264677e-08,0.00010498147592030851,0.00020998460870543464,0.00031499014812167234
0.3051525762881441,9.192204771937428,9.192311530158802,9.192418285892478,9.192525039138628,9.192631789897426,9.192738538169046,9.19284528395366,9.192952027251444,9.193058768062572,-0.00032025725144720784,-0.00021351395366206097,-0.00010676816904790192,-1.98974273262499e-08,0.00010673086137041781,0.0002134841075205172,0.00032023984119705
0.3101550775387694,9.19219777196919,9.192306280470406,9.192414786401686,9.192523289763205,9.192631790555147,9.1927402887777,9.192848784431037,9.19295727751535,9.19306576803081,-0.0003255075153491326,-0.00021701443103899775,-0.00010851877770060619,-2.055514879203836e-08,0.00010848023679384918,0.00021698359831359213,0.00032548952959227643
0.3151575787893947,9.19219077200095,9.19230103078669,9.192411286918915,9.192521540397808,9.192631791223565,9.192742039396375,9.192852284916436,9.192962527783928,9.193072767999048,-0.00033075778392899105,-0.0002205149164357246,-0.00011026939637777087,-2.122356663756782e-08,0.00011022960219060263,0.0002204830810846595,0.00033073921330735163
0.32016008004002,9.19218377203271,9.192295781107655,9.192407787444164,9.192519791042438,9.192631791902675,9.19274379002508,9.192855785409849,9.192967778057186,9.193079767967289,-0.00033600805718789195,-0.00022401540985113276,-0.00011202002508272225,-2.1902677536504783e-08,0.00011197895756067813,0.00022398255583371923,0.0003359888923433843
0.32516258129064535,9.192176772064471,9.1922905314333,9.192404287977437,9.192518041697095,9.192631792592481,9.19274554066381,9.192859285911286,9.192973028335123,9.19308676793553,-0.0003412583351236177,-0.00022751591128743973,-0.00011377066381102521,-2.259248370640491e-08,0.00011372830290296693,0.00022748202256077135,0.0003412385666981571
0.33016508254127064,9.192169772096232,9.192285281763624,9.192400788518732,9.19251629236178,9.192631793292984,9.192747291312562,9.19286278642074,9.192978278617735,9.193093767903765,-0.0003465086177372772,-0.00023101642074353676,-0.00011552131256489734,-2.3292984038490375e-08,0.00011547763821857779,0.00023098148126581586,0.0003464882363738874
0.33516758379189593,9.192162772127993,9.192280032098626,9.192397289068051,9.19251454303649,9.192631794004178,9.192749041971343,9.192866286938218,9.192983528905026,9.193100767872005,-0.0003517589050277616,-0.00023451693821831507,-0.00011727197134433862,-2.4004179641539004e-08,0.0001172269635086195,0.00023448093194885274,0.00035173790137057526
0.3401700850425213,9.192155772159754,9.19227478243831,9.192393789625388,9.19251279372123,9.192631794726069,9.192750792640147,9.19286978746371,9.192988779196996,9.193107767840244,-0.0003570091969983972,-0.00023801746371288345,-0.00011902264015045783,-2.472606940677297e-08,0.00011897627876976573,0.0002379803746076645,0.00035698756168600306
0.34517258629314657,9.192148772191516,9.192269532782676,9.192390290190755,9.192511044415994,9.192631795458652,9.192752543318981,9.192873287997227,9.192994029493645,9.193114767808483,-0.00036225949364474886,-0.00024151799722835064,-0.00012077331898214619,-2.5458653334192265e-08,0.00012072558400423403,0.0002414798092455774,0.0003622372173212797
0.3501750875437719,9.192141772223277,9.192264283131722,9.192386790764138,9.192509295120786,9.192631796201933,9.192754294007836,9.192876788538761,9.19299927979497,9.193121767776722,-0.000367509794970143,-0.00024501853876249914,-0.00012252400783718614,-2.6201933641352563e-08,0.0001224748792120244,0.0002449792358614827,0.00036748686827751384
0.3551775887943972,9.192134772255038,9.192259033485447,9.192383291345545,9.192507545835605,9.192631796955906,9.192756044706718,9.192880289088317,9.193004530100971,9.193128767744959,-0.0003727601009734708,-0.0002485190883175464,-0.00012427470672001282,-2.6955907001920366e-08,0.00012422416439202808,0.0002484786544542716,0.0003727365145535968
0.36018009004502255,9.1921277722868,9.192253783843851,9.192379791934973,9.192505796560454,9.192631797720574,9.192757795415627,9.19288378964589,9.193009780411652,9.1931357677132,-0.0003780104116547323,-0.000252019645891275,-0.00012602541562729984,-2.7720575633451334e-08,0.0001259734395453538,0.0002519780650261616,0.00037798615614841974
0.36518259129564784,9.19212077231856,9.192248534206934,9.192376292532423,9.192504047295326,9.192631798495936,9.19275954613456,9.192887290211482,9.193015030727011,9.193142767681438,-0.00038326072701170996,-0.0002555202114847936,-0.00012777613455904727,-2.8495939535945466e-08,0.00012772270467200159,0.0002554774675749353,0.0003832357930642002
0.37018509254627313,9.192113772350323,9.1922432845747,9.192372793137897,9.192502298040226,9.192631799281996,9.192761296863516,9.192890790785096,9.193020281047046,9.193149767649677,-0.00038851104704883875,-0.0002590207850992111,-0.00012952686351747262,-2.9281997600624938e-08,0.00012947195977197146,0.00025897686210059264,0.00038848542529982947
0.3751875937968985,9.192106772382084,9.192238034947144,9.192369293751392,9.192500548795154,9.192631800078749,9.1927630476025,9.192894291366729,9.19302553137176,9.193156767617916,-0.00039376137176168373,-0.00026252136673120106,-0.00013127760250146713,-3.0078749827489743e-08,0.0001312212048441546,0.0002624762486053511,0.00039373505285530746
0.38019009504752377,9.192099772413844,9.192232785324268,9.192365794372911,9.192498799560108,9.192631800886197,9.19276479835151,9.192897791956383,9.193030781701152,9.193163767586155,-0.0003990117011546799,-0.0002660219563840899,-0.00013302835150992201,-3.088619732531771e-08,0.00013297043988965985,0.0002659756270869931,0.0003989846757306342
0.3851925962981491,9.192092772445605,9.192227535706074,9.192362295002454,9.19249705033509,9.192631801704339,9.192766549110544,9.192901292554057,9.193036032035224,9.193170767554394,-0.000404262035224501,-0.0002695225540567688,-0.00013477911054505482,-3.170434009410885e-08,0.00013471966490737834,0.0002694749975455188,0.00040423429392580986
0.3901950975487744,9.192085772477366,9.192222286092559,9.192358795640015,9.192495301120102,9.192631802533175,9.192768299879603,9.192904793159746,9.193041282373969,9.193177767522634,-0.00040951237397003816,-0.0002730231597470201,-0.000136529879604648,-3.253317591630749e-08,0.00013646887989841893,0.00027297435998314566,0.0004094839074408342
0.3951975987993997,9.192078772509127,9.192217036483724,9.192355296285603,9.192493551915137,9.192631803372706,9.192770050658687,9.192908293773458,9.193046532717394,9.193184767490871,-0.0004147627173946178,-0.0002765237734592791,-0.0001382806586898103,-3.337270700946929e-08,0.0001382180848616728,0.00027647371439654735,0.00041473351627459857
0.40020010005002504,9.192071772540888,9.19221178687957,9.192351796939208,9.1924918027202,9.192631804222932,9.192771801447797,9.19291179439519,9.193051783065496,9.19319176745911,-0.0004200130654971311,-0.00028002439519021934,-0.00014003144779943302,-3.422293337359427e-08,0.00013996727979935755,0.0002799730607890502,0.00041998312042932045
0.40520260130065033,9.19206477257265,9.192206537280095,9.192348297600839,9.192490053535291,9.192631805083852,9.192773552246933,9.19291529502494,9.193057033418276,9.193198767427349,-0.0004252634182775781,-0.0002835250249409496,-0.00014178224693573368,-3.5083853899904566e-08,0.00014171646470814678,0.0002834723991584366,0.0004252327199038911
0.4102051025512756,9.19205777260441,9.1922012876853,9.192344798270495,9.192488304360408,9.19263180595547,9.192775303056095,9.192918795662708,9.193062283775735,9.193205767395588,-0.00043051377573485,-0.00028702566271036125,-0.0001435330560964947,-3.5955468588400215e-08,0.0001434656395902581,0.00028697172950581547,0.00043048231469831053
0.41520760380190097,9.192050772636172,9.192196038095187,9.19234129894817,9.192486555195552,9.192631806837777,9.192777053875282,9.192922296308499,9.19306753413787,9.193212767363827,-0.0004357641378700555,-0.00029052630850067167,-0.00014528387528282485,-3.6837779656636856e-08,0.00014521480444569147,0.00029047105183007787,0.00043573190481146996
0.4202101050525263,9.192043772667933,9.192190788509754,9.192337799633865,9.192484806040726,9.192631807730784,9.192778804704492,9.192925796962307,9.193072784504682,9.193219767332067,-0.00044101450468319475,-0.0002940269623085546,-0.00014703470449472416,-3.773078488705883e-08,0.00014696395927333815,0.0002939703661323328,0.000440981490245587
0.42521260630315155,9.192036772699694,9.192185538929001,9.192334300327587,9.192483056895925,9.192631808634482,9.19278055554373,9.192929297624136,9.193078034876171,9.193226767300304,-0.0004462648761731588,-0.00029752762413733634,-0.00014878554373108386,-3.863448427966614e-08,0.00014871310407430687,0.0002974696724114712,0.0004462310709995527
